id	제목	제안분류	확신도	구간정밀도	근거	비고
P16914	約擇之同扣萬里瀨先簡一絶	(작업자 기입)	-	-	-	-
P16915	容齋先生身雖繫於簪笏神未嘗不遊湖海之外夢之所發固有自也賤生十年塵土劇被憂患所困寸心灰死久矣豈復有一興夢中之人恐非我也聊依原韻奉敍鄙懷	(작업자 기입)	-	-	-	-
P16916	容齋先生身雖繫於簪笏神未嘗不遊湖海之外夢之所發固有自也賤生十年塵土劇被憂患所困寸心灰死久矣豈復有一興夢中之人恐非我也聊依原韻奉敍鄙懷 其二	(작업자 기입)	-	-	-	-
P16917	今日竟夕獨臥姆憐之覓酒以饋對之不勝悲感輒書一絶以洩懷想擇之知我此時之情故書以相示	(작업자 기입)	-	-	-	-
P16918	以烏几遺容齋	(작업자 기입)	-	-	-	-
P16919	連夜失良月可恨可恨輕雲不雨淸吹滿林可對臥一話君不能來我雖欲進無騎奈何送鞍馬則可進誾白擇之	(작업자 기입)	-	-	-	-
P16920	次虛庵書贈韻	(작업자 기입)	-	-	-	-
P16921	舟中望神勒寺	(작업자 기입)	-	-	-	-
P16922	癸丑移舟	(작업자 기입)	-	-	-	-
P16923	山人行煕自神勒寺同載到廣津上下舟向檜巖臨別求詩書以與之	(작업자 기입)	-	-	-	-
P16924	投容齋	(작업자 기입)	-	-	-	-
P16925	投容齋 其二	(작업자 기입)	-	-	-	-
P16926	六月十八夜與擇之善之宿興天寺擇之入夜乃赴蓋以官事自漢江來也	(작업자 기입)	-	-	-	-
P16927	六月十八夜與擇之善之宿興天寺擇之入夜乃赴蓋以官事自漢江來也 其二	(작업자 기입)	-	-	-	-
P16928	六月十八夜與擇之善之宿興天寺擇之入夜乃赴蓋以官事自漢江來也 其三	(작업자 기입)	-	-	-	-
P16929	七月四日夜與善之飮擇之家明朝遺以一詩	(작업자 기입)	-	-	-	-
P16930	依靈通舊令	(작업자 기입)	-	-	-	-
P16931	依靈通舊令 其二	(작업자 기입)	-	-	-	-
P16932	依靈通舊令 其三	(작업자 기입)	-	-	-	-
P16933	依靈通舊令 其四	(작업자 기입)	-	-	-	-
P16934	依靈通舊令 其五	(작업자 기입)	-	-	-	-
P16935	依靈通舊令 其六	(작업자 기입)	-	-	-	-
P16936	依靈通舊令 其七	(작업자 기입)	-	-	-	-
P16937	雨中感懷有作投擇之兼簡善之容齋酒熟曾有對床之約風雨可相負乎詩用夜飮韻	(작업자 기입)	-	-	-	-
P16938	雨中感懷有作投擇之兼簡善之容齋酒熟曾有對床之約風雨可相負乎詩用夜飮韻 其二	(작업자 기입)	-	-	-	-
P16939	題翫月錄後	(작업자 기입)	-	-	-	-
P16940	雨中有懷擇之	(작업자 기입)	-	-	-	-
P16941	翠軒夜飮明日擇之惠詩和奉	(작업자 기입)	-	-	-	-
P16942	送李希剛以評事赴咸鏡北幕	(작업자 기입)	-	-	-	-
P16943	頃宵不眠聞雪沈吟得之朝欲錄奉爲人事所困不自省記今曉酒醒怳然在懷伸紙一揮馳奉擇之學士	(작업자 기입)	-	-	-	-
P16944	旣無馬又無酒有興不乘秪深閉耳擇之能成我興耶蠶頭雖未尋欲一踏漢水也	(작업자 기입)	-	-	-	-
P16945	萬里瀨	(작업자 기입)	-	-	-	-
P16946	萬里瀨 其二	(작업자 기입)	-	-	-	-
P16947	對月有感寄擇之盍來同一觴乎	(작업자 기입)	-	-	-	-
P16948	獨坐益使懷惡速來同此一觴雖無俸一觴可供	(작업자 기입)	-	-	-	-
P16949	昨訪直卿還敍懷一律	(작업자 기입)	-	-	-	-
P16950	曉望	(작업자 기입)	-	-	-	-
P16951	曉坐	(작업자 기입)	-	-	-	-
P16952	以雙竹盆寄容齋	(작업자 기입)	-	-	-	-
P16953	寄山人惠忱	(작업자 기입)	-	-	-	-
P16954	雨中被酒懷發爲詞聊復書呈擇之	(작업자 기입)	-	-	-	-
P16955	與君阻已數日百年事已可知也益無一懷須見叔達道我意幸甚僕曾與相見煩未能出口吾計益疏奈何奈何誾白擇之	(작업자 기입)	-	-	-	-
